Show,Sentiment,Review
The Shrink Next Door,0,"""Something something daddy issues"" is a perilously slender thread from which to hang an entire scripted drama, and perhaps that's why the show feels so sterile."
Elite,0,"By its new fifth season, Élite finally arrives at the point where it can no longer pull off its gimmicks."
House of Cards,0,"In the moments when Claire is allowed not just the camera but the story, ""House of Cards"" is a ride; when the past is relitigated and the specter of Frank rears up once more, it feels like that worst thing a binge-able drama can be: a trudge."
Arrested Development,0,"Unfortunately for the show, even without the controversies putting a cloud over proceedings, the simple fact of the matter is that this season just isn't that good."
Winning Time: The Rise of the Lakers Dynasty,0,"Winning Time is guaranteed to turn the stomachs of not only Boston Celtics fans, but anyone hoping for more than an egregiously cartoonish and ham-fisted hagiography executed with all the subtlety of a no-look pass."
Mr. Corman,0,"Mr. Corman, the new AppleTV+ series from Joseph Gordon-Levitt suffers from a number of issues, not least of which is an uninteresting lead character."
Ozark,0,The final episodes were just awful. Everything that kept me from really bonding with the series about a family breaking bad was on display in those last hours.
Hellbound,0,An expendable attempt at a horror series that doesn't stand out. [Full review in Spanish]
The Right Stuff,0,The Right Stuff is inoffensively bland.
The Morning Show,0,"There are too many people on this show, and without exactly being sure what the series' point is, there's no way for the writers to know who to focus on. But I just know it shouldn't be the men."
Glee,0,"The show ends with 121 episodes, seemingly every one a little more incoherent than the last."
Star Trek,0,The less said about the reduced-budget third season the better.
The Essex Serpent,0,"A decent production budget and starry cast led by Tom Hiddleston and Claire Danes are squandered on a dreary, convoluted, portentous drama with all the appeal of a fog blanket over a giant rotting fish which someone briefly mistook for a dead dragon."
And Just Like That...,0,"If the iconic image of ""Sex and the City"" is its central quartet striding down a Manhattan sidewalk, this is a series on its back heels: defensive, reactive, terrified to offend."
House of Cards,0,"With or without Kevin Spacey, it's possible that House of Cards had simply run its course. It's just a shame that it couldn't make one final sprint toward the finish line."
Interrogation,0,The most disappointing aspect of Interrogation may be the writers' reluctance to peddle uncertainty.
The Mighty Ducks: Game Changers,0,"Like the Don't Bothers - like the show itself, really - she's in there swinging, but doesn't score very often."
Marvel's Iron Fist,0,It's much better paced and way easier to watch. But coming back from what was a truly lack-luster first season... was going to take a complete overhaul of the series and it's hard to say if that was ever going to be possible.
Marvel's Luke Cage,0,"They try to cram so much into those episodes that even potentially interesting storylines turn into a slog, and Luke's journey goes from the understandably rage-filled chapter that we see in every hero's story to a chore."
Invasion,0,"And aside from rhyming with Foundation which premiered last month, Invasion asks a similar question: Do you have time for this?"
Good Sam,0,I'm as game as the next fan for a new House. This just isn't there yet.
Invasion,0,"A slow-moving, often tedious disaster drama, Invasion takes five episodes to get through what a blockbuster movie might take care of in half an hour."
Lisey's Story,0,"Lisey's Story is pretty to look at and fairly faithful, but far too bloated to be very engaging."
Star Trek: Enterprise,0,The most infuriating thing about Enterprise is the fact that it has always had some of the most potential of any of the Trek series and has always gone out of its way to squander every opportunity it has ever had to capitalize on that potential.
Foundation,0,"For people who know or are fans of Isaac Asimov and his work, I feel compelled to warn you that if you watch the show you will see a scene so enraging that you will tear your TV in two with your bare hands."
The First,0,"It's too much buildup for too little payoff. By the time the series is ready to launch, we're already charting a course for somewhere else."
Waco,0,"The intimate humanization of Koresh and his followers comes across as a pure defense, a vindication of the rights of fringe groups to exist with huge stockpiles of guns without attracting the eye of law enforcement."
WeCrashed,0,"Unfortunately, caring about the demise of rich people is just outside my scope of interest, and I was left with little to care about for another episode of WeCrashed."
Moon Knight,0,This hodgepodge of underdeveloped themes is augmented by run-of-the-mill action sequences that not only lack invention but also emotional thrust. Mohamed Diab’s first foray into Hollywood is a giant folly with a lot of promise and too little reward.
Tokyo Vice,0,"An exercise in lost momentum, a glimpse at a fading underworld loath to offer any perspective on it. Maybe the wildcat was just a tabby the whole time."
Invasion,0,It's nothing but a kitchen sink drama as people are running and seeing weird things happening.
Entourage,0,"""Entourage"" heads into its final eight episodes starting Sunday night and to be honest, it's time."
House of Cards,0,This is the worst season of the series despite Robin Wright's best efforts. [Full Review in Spanish]
Waco,0,"The only way the government could look any more like buffoons, barbarians, and jackasses in the series is if the ATF and FBI sequences were soundtracked with ""Yakety Sax."""
Limitless,0,"It's not heavy-handed and it doesn't dumb down its audience (although you do have to buy into the NZT brainpower stuff), it just feels like it's missing something, and I think that something may be a level of investment in the characters."
Lisey's Story,0,"The series is ultimately a cautionary example of what can go wrong with the creative process when a megabucks patron such as Apple says ""yes"" to everyone."
Inventing Anna,0,Ends up feeling like a show-length adaptation of a novelty T-shirt that reads ANNA DELVEY DID NOTHING WRONG in big block letters.
And Just Like That...,0,"If the iconic image of ""Sex and the City"" is its central quartet striding down a Manhattan sidewalk, this is a series on its back heels: defensive, reactive, terrified to offend."
What If...?,0,"[What If...? is] bite-sized chunks of comic book fun, however [the show doesn't] go further than being half-hearted fan service."
Two and a Half Men,0,"Buddy, your show's been on for 12 seasons. Don't you want to send off your characters in any type of meaningful way? Nah. Let's just use the time to get back at someone for something people have long forgotten about."
The Morning Show,0,"Too often, The Morning Show's second season is satisfied with the easiness of shock -- of announcing itself, though not communicating much of note, in a blare."
Lisey's Story,0,"It's disappointing given the top-tier cast and production team. The three brilliant female leads are mostly weeping, catatonic or angry and confused, which is relatable to those of us struggling to keep up with the narrative."
X-Men,0,The fifth season isn't worth watching.
Teen Wolf,0,"While Stiles is missed in the last batch of episodes, this fun MTV show finds a nice way to say goodbye."
The Mosquito Coast,0,"I can only speak for myself, but I don't have the patience for this anymore. At least Breaking Bad had the decency to make Walter White a tame family man before he went gonzo."
Gaslit,0,Not even Roberts’s blistering portrayal of a woman terrorised into silence is enough to save a drama that is somehow both plodding and overreaching.
Hawkeye,0,"For a series about a pair of sharpshooters, Hawkeye frustratingly misses the mark too often. Well, at least for viewers who aren't its target audience."
Inventing Anna,0,"By the end, Inventing Anna may test your resolve as you decide how much time you choose to spend in the company of an unrepentant bossy narcissist, regardless of how well she’s played."
Marvel's Luke Cage,0,"There's just too much stuff to really do justice to any of it, and that lack of focus makes it tough to latch on to anything the season is trying to do."
Stranger Things,0,The timing is terrible. The show itself gets slightly better from there.
11.22.63,0,"The resulting eight-part miniseries is an uneven affair, at times feeling as if it's meandering through history en route to its frantic closing kick."
Stranger Things,0,"In the end, it isn’t growing up that threatens the unstoppable rise of Netflix’s great homegrown hit. It’s a refusal to let go of what no longer serves it."
Behind Her Eyes,0,"It's creepy and engaging throughout the early chapters. But then? Well... then, Behind Her Eyes becomes a different kind of story altogether, and a much sillier one."
The Morning Show,0,"These cobbled together histrionic dramatics are offensive compared to the gravity of the issues of the first season. Even combined, the desperate scrambles of the second season don't have enough bite, or credibility, for the viewer to invest in."
Arrested Development,0,It's hard to argue that the show's maintained the sly political relevance that elevated it during its initial run.
Night Sky,0,"Simmons and Spacek give great performances but it’s unfortunately not enough to keep Night Sky from being a dull, boring, and forgettable show."
The Twilight Zone,0,"As with most anthology series, the results are decidedly mixed. For one thing, the show does away with its social justice bent entirely at a time in which those stories would be most welcome."
The Outsider,0,"Like the Stephen King novel it's based upon, The Outsider is an interesting, but not completely satisfying experiment... Even with Erivo and Mendelsohn as sturdy stars, ]it] hasn't quite found a way to give its plunge into the unknown the juice it needs."
Lisey's Story,0,"Learn what is a Blood Bool in this florid, Grand Guignol Gothic fairy tale, that misses an essential element of heavy material - relief."
Halo,0,The early episodes of Paramount+’s much-delayed new adaptation of the classic video game series miss their target...
Anatomy of a Scandal,0,"The only thing shocking about Anatomy of a Scandal is that David E. Kelley, creator of series like Picket Fences, Ally McBeal and The Lawyer, hasn't had a hit since the first season of Big Little Lies. [Full review in Spanish]"
Dave,0,"Dave is still a biting satire set within the music industry that depicts the many pitfalls of making it to the main stage at Coachella. But especially this season, it's sometimes difficult to watch."
The Offer,0,"Repetitive for anyone who’s seen the film, and condescendingly didactic for those who haven’t."
Sex/Life,0,A Road Runner cartoon has more sophisticated characterisations.
Once Upon a Time,0,OUAT season seven suffers from the same anvil-ish dialogue it always has.
Monsters at Work,0,"Monsters At Work will reward long-time fans of this franchise with familiar characters, callbacks, and more time in the intriguing world of Monstropolis. Unfortunately, all it nails about this world is superficial, and not even appropriately rendered."
The Morning Show,0,"""The Morning Show"" keeps returning to this idea that even as the network is drowning an endless pool of scandal and drama, these people care. I don't know if that's supposed to be meaningful or ironic, but mostly it left me feeling nothing at all."
Bridgerton,0,...it’s difficult to imagine that Bridgerton will ever make quite the splash that the first season did without stars like Page who strike the perfect balance between steamy and silly...
The Stand,0,"This adaptation, which starts off succinctly, starts to strain as soon as it has to shoulder the biblical proportions. ""The Stand"" works better as a study in survivalist pluck than as a theological thunderdome."
The Nevers,0,"This is really unpleasant, and that is all I have."
Elite,0,"By its new fifth season, Élite finally arrives at the point where it can no longer pull off its gimmicks."
Ozark,0,The final episodes were just awful. Everything that kept me from really bonding with the series about a family breaking bad was on display in those last hours.
24,0,"While the format has been altered a bit... this new season is 12 episodes instead of 24 so some hours will be skipped -- everything else about the show is same-old, same-old."
Marvel's Agent Carter,0,"Get past the surface, though, and it once again looks as if the show has been relegated to the role of little more than handsome placeholder to break up SHIELD's season - all dressed up, perhaps, but as outfitted, with no real place to go."
Godless,0,"Godless, with its cinematic longshots of unfettered Western plains, a moody and effective soundtrack, and a phenomenal cast, seemed destined for greatness. But unfortunately, the town of La Belle isn't just lawless - it's also a bit aimless."
The Bletchley Circle,0,"Instead of stroking suspense, the show starts and stops in fits, never finding a thrilling stride that unites the mysteries and deepens characterizations. Let's hope that Anna isn't on a permanent vacation."
24,0,Is this a series too far?
House of Cards,0,"House of Cards...trashes itself, even if it was a sort of knowing trash to start with."
Community,0,"Ultimately, Community has written itself into a hole that I'm not sure it will be able to dig out of."
11.22.63,0,No one would figure going back in time to spare the life of JFK would be easy or quick. But does it have to drag on so long and be this tiresome to watch?
Nine Perfect Strangers,0,"There is too much time to fill, too many episodes to stretch a fairly thin plot across, and too many goddamn strangers to stay interested in any one of them."
The Mighty Ducks: Game Changers,0,"Any attempt to reboot The Mighty Ducks shouldn't be undertaken lightly. The Mighty Ducks: Game Changers, unfortunately, tackles the franchise with all the grace and nuance of the Bash Brothers."
Game of Thrones,0,"In the final six episodes, Game of Thrones should have felt like a game of chess. Instead, it veered very close to feeling more like a game of checkers. And that's probably why so many viewers felt burned."
And Just Like That...,0,There were many inclusivity themes as a lunge for relevance that only make you remember how funny and risky the un-PC Samantha could have made it.
The Gilded Age,0,Wharton is unlikely to have approved of such a half-hearted imitation of her work.
Foundation,0,"Foundation isn't based on the books, it's inspired by them. In other words, Foundation merely serves as a - excuse me - foundation for the TV show. I just wish its foundation, the first season, had a better idea of what it wanted to be."
First Kill,0,"First Kill is a soapy supernatural star-crossed romance that doesn’t break any new ground in the genre, or elevate itself above the other mediocre series of its ilk."
What If...?,0,"The light fun of it is eaten away by the cynicism from within the project, that what purports to be about infinite possibilities is blatantly more about repurposing."
Night Sky,0,"Night Sky begins as a beautiful coming-of-old-age story, but it splinters into an overstuffed sci-fi thriller."
The Mosquito Coast,0,"Fox's delusions grow to the point where it's sometimes hard to believe what's happening, and it makes less of a statement about consumerism and the dangers of a free market than it, as I said already, does the Walter White thing in a misfired manner"
Snowflake Mountain,0,"It’s hard to determine how much of Solomon’s “personality” is genuine, but at least he provides some much-needed drama in this largely lacklustre series, which starts out so promisingly but soon peters out faster than a Gen Z doing the dishes."
The Man Who Fell to Earth,0,The series fails to recognize the key to the power of its source material: its peculiarity.
Limitless,0,"Maybe the show will improve when it kicks into the case-of-the-week format and ramps up the nonsensical effects of this mysterious pill, but I don't have high hopes."
Entourage,0,"""Entourage"" heads into its final eight episodes starting Sunday night and to be honest, it's time."
The Problem With Jon Stewart,0,"[It] feels like Stewart's attempt to evolve what he used to do for a new era. He just hasn't figured out how to do it yet, and may be too entrenched in his old approach to succeed for anyone beyond the most die-hard Daily Show With Jon Stewart fans."
Bridgerton,0,"The show tries to tack on more substantive themes, while still ignoring the ways that its world-building has come up short."
Unsolved Mysteries,0,Unsolved Mysteries is likely to stay but it has to do better to become a staple series on the streaming service.
Twin Peaks,0,"A collection of rambling and samey set pieces amateurishly glued together by a frankly adolescent conviction that weirdness in any form -- hey, let's not bother with a plot -- can pass for clever and interesting, it should never have been made."
Big Little Lies,0,"With more empathetic writing, Bonnie could have been the emotional anchor of season two."
Loot,0,"The talented cast, glossy production sheen, and pop culture savvy jokes make the ten 30-minute episodes an easy watch. Unfortunately, Loot can’t stop the glimmer from fading."
Black Mirror,0,'Black Mirror' has lost its spark as season five leans on findings of the past. [Full Review in Spanish]
The Shrink Next Door,0,"It's a deeply terrifying story of manipulation and abuse that plays like a comedy, sometimes when it doesn't mean to, but isn't all that funny when it's trying to be."
The Stand,0,"Sadly there is very seldom any notion of stakes, of consequence, or of danger in this ultimately lifeless adaptation."
His Dark Materials,0,"It's hard to imagine any teenage fan of fantasy adventure, raised on Star Wars and superhero movies, sitting through even ten minutes of this coalescing sludge."
The Wheel of Time,0,"There are worse fantasy series and films out there, to be sure, but none of them were dumb enough to give their monsters a name that rhymes with ""bollocks""."
Mr. Corman,0,Spending five-plus hours watching a very average man inch toward slightly greater self-awareness doesn't make for the most powerful TV experience.
Marvel's Iron Fist,0,You won't be missing much if you give this season a skip.
Anatomy of a Scandal,0,"Despite risible dialogue and a disturbing swing toward cheap theatrics, this weak but watchable legal thriller still puts a human face on the MeToo movement thanks to committed, compelling performances from Sienna Miller and Michelle Dockery."
Schmigadoon!,0,"Strong, who's one of the producers, is clearly having a ball, but Key is sold shockingly short by a lame script that starves him of funny lines and requires him to do nothing but moan."
Marvel - Jessica Jones,0,"Jessica's 'what makes a hero?' path this season is given plenty of heavy-handed lip service but it feels more like telling than showing, especially as Luke Cage Season 2 handled similar questions much more deftly."
After Life,0,It's a season that betrays its own legacy and destroys the absolute brilliance of the first season.
Defending Jacob,0,"""Defending Jacob"" has great ingredients, but the portion size is off."
Sex/Life,0,"That ""High Impact Sex Scenes"" content warning strikes me as blatant false adverting."
Marvel's The Punisher,0,"If you enjoyed season 1 you'll be perfectly happy with this addition, but it doesn't do anything interesting with a character who should feel more relevant to our current political climate."
The Wheel of Time,0,Will The Wheel of Time be a hit? Don't ask me. All I know is that I went into a kind of death spiral after watching the first episode.
The Baby,0,The best thing about HBO’s eight-part British horror comedy The Baby is that it rarely exceeds thirty minutes per episode. The worst thing about The Baby is that it’s a TV series at all.
Midnight Mass,0,"Midnight Mass only really gets going in episode three. And, when it finally sets off, it doesn't seem to know where it is heading."
The Lincoln Lawyer,0,It’s Netflix’s version of the sort of retro TNT drama that I only know exists because I left my television on after an NBA game...
Treadstone,0,It's all a clone of the same idea. [Full Review in Spanish]
Moon Knight,0,"As much as I enjoyed watching Marc and Steven argue with each other in some Gollumesque fashion, I kept getting lost when the storyline switched from one character to the other."
Anatomy of a Scandal,0,"Only one person in this fiasco is any good: the ever-brilliant Joshua McGuire, as Chris Clarke, a Downing Street communications chief."
WandaVision,0,"As an exercise in cloning, it's all morbidly fascinating: The re-creations of the various classic shows and their styles display both a knowledge of and deep affection for old-time TV... But what was tedious then is tedious now."
Stranger Things,0,Season 4 was a 13-hour-plus behemoth that added Wes Craven to its mood board but otherwise ended with undeveloped characters and obvious but superficial allusions to contemporary crises.
Black Mirror,0,"In the best and worst exploitation tradition, ""Striking Vipers"" warns you not to treat others as a game. Then it goes ahead and does exactly that."
Fargo,0,"When one character asks a question of another and then announces with a self-regarding smirk that it was rhetorical... Fargo disappears into its own navel, where even the lint is annotated."
First Kill,0,"The one-line description -- Romeo and Juliet, only adapted here as the crucifix-crossed romance between a vampire and a vampire slayer -- seems ripe for mockery, and the execution doesn't do much to blunt it."
Midnight Mass,0,The final scene was so nauseatingly mawkish I had to hide behind the sofa screaming to be put out of my misery.
Star Trek: Picard,0,"Season 2 immediately reverses track. Star Trek: Picard gives in to audience expectation, maybe even pressure, to try and tap not just a 1990s but also 1980s nostalgia for the franchise. It largely fails at both."
The White Lotus,0,"Aside from a subplot involving cultural reparations that doesn't entirely land, it would have been nice to see a bit more exposition about what point ""The White Lotus"" is ultimately trying to make."
Pieces of Her,0,"Slick enough to keep a viewer from turning off Netflix’s autoplay feature, but too broad and detached to generate much in the way of insight or emotional connection, Pieces of Her struggles to locate a beating human heart at the center of its mystery."
Boardwalk Empire,0,"For its final season, the show seems to want to bring the focus back onto Nucky, but as usual there's no particularly compelling reason to care about what happens to him."
The Nevers,0,"The Nevers doesn't want for narrative, but it feels like Whedon throwing all the Buffy-lite ideas he had together ... and hoping some of it would gel."
Halo,0,I can safely say that the major flaw in this series is not the lack of accuracy or loyalty to the source material (though that certainly hurt it) but it is the lack of heart in the series.
Mr. Corman,0,Spending five-plus hours watching a very average man inch toward slightly greater self-awareness doesn't make for the most powerful TV experience.
The Beatles: Get Back,0,Seven hours of boredom that test the beatlemania of the most devoted beatlemaniac. [Full review in Spanish]
Joe vs Carole,0,"Kate McKinnon and John Cameron Mitchell give it their best in a series that offers too little, too late."
Marvel's The Punisher,0,It really should be known for is pulling back the curtain on the way the superhero genre can encourage the worst in us.
WandaVision,0,"The classic-comedy pastiche is skillful, affectionate and well-performed, but it's not terribly imaginative - if anything, it's a little too true to its antiquated sources. It's also not very funny."
The Haunting of Hill House,0,This Haunting is so far from the original source material that it's more of a demolition than adaptation.
Waco,0,More notable for its casting than its execution.
Sex/Life,0,"Sex/Life drowns itself in the shallow end, so to speak, by failing to even generate much heat. There are plenty of R-rated scenes-so many, actually, that they get repetitive."
The First,0,"Sluggishly paced and too familiar in its character beats, it's the sort of prestige project that surely looked good on paper but fizzles once exposed to air."
Monsters at Work,0,"Bafflingly, it's a workplace comedy. Note to Disney: children don't go to work."
Chloe,0,"Perhaps the idea was to evoke the haunting effects of memory and loss which can never be completely resolved, but it felt like a deflating end to a drama which promised much more."
WandaVision,0,"The end product is comedically wan, the double-takes broad and all the Olsen/Bettany/Hahn charm squeezed into tiny dabs of screen time"
Anatomy of a Scandal,0,My real problem with Scandal isn’t that it’s trashy or muddled in its message. I was mostly lost wondering who to care about... What’s really missing in this Anatomy lesson is its soul.
BoJack Horseman,0,[T]he decision to split up the sixth and final season makes these episodes a deeply unsatisfying experience.
Lisey's Story,0,This show is hellbent on driving me mad thanks to one of its biggest stumbling blocks: the absence of any sort of logic to this universe.
Under the Dome,0,"Under the Dome limped toward the finish, all right. But it's because the show shot itself in the foot."
Entourage,0,We shall see if the boys become men by the end of this eight-episode season. But I doubt it; they're talking movies now.
The Queen's Gambit,0,"It is a show that takes itself so seriously that, when former child actor Thomas Brodie-Sangster turns up dressed like an escapee from the Wild West, you don't know whether it's meant to be funny or not"
Ozark,0,All of this generates incident. But little has the heat of real drama.
Bel-Air,0,A confusing series that's too tied to its sitcom roots to pass for a drama to take seriously. It's unclear with its intentions and doesn't justify its existence other than to underline a new era of streaming that's starved for content.
Amazing Stories,0,When this ending comes the audience may wish they'd have watched something more exciting instead.
Marvel's The Punisher,0,"Even though he was a compelling scene-stealer in Daredevil, Frank Castle/The Punisher has never felt quite right in his own show. Season two will do little to change that impression."
And Just Like That...,0,"The result of this sequel or reboot, while not being embarrassing, is quite disappointing. [Full review in Spanish]"
13 Reasons Why,0,"Season 4 is a disaster that betrays 13 Reasons Why's characters, its only remaining asset. The show has squandered any goodwill left over by its once-charming cast."
Vigil,0,"The artificial, strained, implausible plot twists and turns come and go, giving the Sunday night BBC TV audience their fix of ersatz tension and brainwashing."
Rise,0,"Rise is not the next Friday Night Lights, or even the next great teen drama. It's more like Friday Night Lite."
The Right Stuff,0,The Right Stuff is inoffensively bland.
Outer Range,0,"Outer Range isn’t consistently satisfying as a drama series, though as an extended metaphor for television viewing circa 2022, this story of a Wyoming family throwing things in a mysterious hole on their ranch is at least unintentionally savvy."
And Just Like That...,0,"The result of this sequel or reboot, while not being embarrassing, is quite disappointing. [Full review in Spanish]"
This Way Up,0,"Lame gags come thick and fast. But, in an all-too-convenient cop-out, we're frequently reminded that cracking lame gags is a crucial aspect of the protagonists' coping techniques."
The Time Traveler's Wife,0,What’s left is a show filled with so much hatred and ickiness it’s hard to believe anyone will find something to enjoy lurking inside all this muck.
The First,0,"Well shot, at times edited like an inspiring Super Bowl ad, the show falls into a curious trap of pretension. It seeks to be a ""serious"" show using astronauts, instead of being a good show about the potential of space travel."
Big Little Lies,0,"You don't hire a director like Arnold, with a distinct visual style, say that's what you want, and then edit it to be unrecognizable."
Outlander,0,When we return to Fraser’s Ridge things start out a little slow -- and not in the good “let’s just hang out with the family” kind of way.
Winning Time: The Rise of the Lakers Dynasty,0,"McKay has entered... an Aaron Sorkin-esque level of directorial obtrusiveness, where a filmmaker’s tics and indulgences keep calling attention to themselves, distracting from the narrative at hand rather than amplifying it."
Nine Perfect Strangers,0,Nine Perfect Strangers boasts a wonderful cast that is sadly under-utilised within a series lacking both plot content and atmosphere. We wish we were seeing something on whatever wavelength Nicole Kidman's performance is on.
Severance,0,"The season finale is genuinely exciting and suspenseful, but, really, even as an advocate of slow television, we might have got there in half the time with twice the effect."
The Morning Show,0,"I liked that season one was a little campy. This season, however, summoned the ghosts of Joan Crawford, the cast of Grease 2, and Lady Gaga's Artpop era."
God's Favorite Idiot,0,"God’s Favorite Idiot is just sad. What a waste of precious time in the career of a talented performer, one whose fans will follow her anywhere, and who rewards them with so little of what she can do."
The Stranger,0,"In lieu of a single, compelling premise, its mystery is a web of disparate threads, which not only makes it plot-heavy but prevents any real character development."
The Mosquito Coast,0,"Maybe such candor is too much to ask of a show created for a platform owned by one of the world's most valuable corporations. Sadly, the alternative leaves us with a commercial for thinking about America more than a complete thought."
The Offer,0,"Strange pacing and unnecessary subplots bog down The Offer's more enjoyable moments, turning what could have been a thrilling look at movie history into an uneven television show."
Foundation,0,"We'd love to see the parts that show the story's humanity and hope, but the first episode was just too boring to draw us in."
Normal People,0,The result is hardly incompetent but never bold enough to transcend the standard literary adaptation.
Severance,0,"If the series wants to tackle the exploitation of labor, even in its own exaggerated way, it usually helps when the authoritarians' methods of oppression make sense—logically and emotionally..."
Bridgerton,0,"Theres something to be said for familiarity, but Bridgerton keeps most of the less interesting stuff from last season and jettisons the scandalous intrigue we tuned in for in the first place."
Glee,0,"While the new kids at McKinley get a few quirky gags, they feel half-hearted, as if only real remaining mission is to follow our old friends to the finish line. That's fine. But we could have done it two seasons ago and not missed much."
Joe vs Carole,0,"It's called Joe vs. Carole, but it should have been called Dumb vs Dumber."
Brave New World,0,Disastrously walked into every known pitfall of trying to turn what is essentially a philosophical discourse into gripping drama. Even mediocre drama would have been a start.
The Flight Attendant,0,"While everything was new to Cassie the first time around -- making her a sort of classic Hitchcockian Everywoman, way over her head in this world of espionage -- the mystery here proves more convoluted and difficult to track."
Girls,0,Girls overreached. There just aren't six seasons worth of interesting material for the average millennial girl to live through without bringing in sensational elements that go above and beyond an average reality.
The Book of Boba Fett,0,The Book of Boba Fett is beyond even an experiment. It should be a bellwether for future writers and producers – because it takes us all for granted.
The Mandalorian,0,"Where some will be down for the expansion of this story into the larger connected universe, plenty will morn the loss of what was the most unique piece of the on-screen Star Wars universe to date."
Suspicion,0,"It feels like Suspicion is a bunch of espionage scenes in search of a cohesive story. The story may reveal itself at some point, but right now, the whole operation feels bland and generic."
The Mist,0,Making sense of this mess is probably impossible and not worth the effort.
The Time Traveler's Wife,0,The story fails to convince that the couple shares much more than an understanding of the obstacles keeping them apart. So much time is spent on establishing the rules of this show’s game that there’s little room to play.
Devs,0,A product that delivers neither the wildly creative sense of tech's possibilities nor the ground-level excavation of his characters... Devs is a misfire for a talented creator.
Inventing Anna,0,"It’s a Sisyphean task to get us to care as much about the writing of an article as the escapades of the person being written about, and neither the series nor a surprisingly depthless Chlumsky succeeds in doing so."
The Morning Show,0,"If the first season was about the Me Too movement, the second season is about... well, I'm not sure really. The show says so much without saying anything at all."
Mare of Easttown,0,"Gone are the days when HBO would produce only outright classics targeted at discerning audiences - in the streaming age, a wider clientele must be catered to."
Mayor of Kingstown,0,"The storylines are byzantine, but they are not complicated. There is also no shortage of weary, heavy-handed platitudes, like fortune cookies that exclusively quote Bob Segar songs."
The X-Files,0,"Based on five episodes made available for preview, things remain uneven -- the first episode is dragged down by more conspiracy blather, interminable voiceover and way too many apocalyptic predictions of doom."
Girls5eva,0,Despite some solid zingers... this sophomore batch of episodes feels listless.
Godless,0,I was excited for it... I think I fell asleep within the first 10 minutes of it. It was so unbelievably boring.
11.22.63,0,"Awkward and flat, never matching the promise of its premise."
Amazing Stories,0,When this ending comes the audience may wish they'd have watched something more exciting instead.
The First,0,The First needs to up its game or it's headed for the black hole of oblivion.
The Nevers,0,To paraphrase Coco Chanel: This is a TV show that should look in the mirror and take off one plot point before exiting the house.
Halo,0,"Those of us who don’t recognise every re-enacted power-up bleep and helmet-cam vision of destruction will probably find ourselves wondering, much of the time, quite what is going on."
The Capture,0,"It's gripping up to a point, but really it's just you staring at a screen while watching another person staring at a screen."
Little Voice,0,"It can be a little wearing over the seasonal long haul, but it is true in its way to our sentimental experience and why nothing succeeds in working us up, and working us over, quite like a pop song."
Pieces of Her,0,"A tedious, tiresome mess that almost put me to sleep."
Tokyo Vice,0,It all feels as dated as Miami Vice's fashion sense.
Inside Amy Schumer,0,"Even though what I've seen of season four isn't quite as funny as I'd like it to be, I hope that Schumer's benign tyranny of mainstreaming feminism isn't ending anytime soon."
Sex/Life,0,"It loses its rhythm and goes round in circles trying to make a point but it fails terribly. The writing is shallow, the acting sub-par and at most, the racy scenes are endurable."
WeCrashed,0,"However great Hathaway and Leto are, though, at portraying these insufferable people, the fact remains that we have to watch these people be insufferable..."
Chernobyl,0,Mazin name-checks most of the pertinent facts of the story. But his cheap theatrics... detract from the real tragedy of the story.
Winning Time: The Rise of the Lakers Dynasty,0,Not since Bohemian Rhapsody have we seen scenes so poorly edited.
Treadstone,0,"A show whose ambition to try to capture a world's worth of adventure seems, too often, like taking the easy way out from digging too deeply into story or character."
House of Cards,0,"By the time the last three episodes roll around, House of Cards' final season has abruptly buried itself in a whole host of weird, borderline anti-feminist tropes."
Legion,0,Legion is weird for weird's sake and seems content to do that right up to the end.
Battlestar Galactica,0,I HAVE NEVER IN MY LIFE YELLED AT A SHOW LIKE THIS. I WAS ROOTING FOR YOU. WE WERE ALL ROOTING FOR YOU! HOW DARE YOU!
The Undoing,0,The real disappointment lies in the degree to which The Undoing shows itself to be simply a cheesy thriller.
Buffy the Vampire Slayer,0,"However, season seven took this farther than it had to, losing the series' signature comedy and making it feel more like a chore to watch week to week than anything else."
Sex/Life,0,This epitomizes trash TV; it's a soapy melodrama that could be interpreted either as emotional or hilarious depending on the viewer's interpretation.
The Thing About Pam,0,"While providing superficial nods to Pam’s grievances, The Thing About Pam repeatedly recedes into a one-note character study, a regression only emphasized by Renée Zellweger’s exaggerated lead performance."
Sex/Life,0,"It loses its rhythm and goes round in circles trying to make a point but it fails terribly. The writing is shallow, the acting sub-par and at most, the racy scenes are endurable."
The Wheel of Time,0,"You are... left with the uneasy, then sinking, feeling that ""Wheel"" - as sumptuous a production as this is - has been done before and better. A couple of times, at least."
Scandal,0,"Looking back, the real Scandal was that anyone kept watching."
Limitless,0,"This is a mediocre rehash of Intelligence, which was already a humorless rip off of Chuck."
The Offer,0,"It deserves credit for elevating my overall esteem for The Godfather in one respect: At no point in all of my viewings of Coppola's epic was I ever moved to scream at random intervals, ""OH MY GOD, WHO CARES?"""
Prison Break,0,This was most definitely not the way I wanted nor expected season five to get underway. But here's hoping somehow the show is able to catch its footing because Ogygia was a complete and utter letdown.
The Offer,0,"This program insists that movies are important, and does so by pulping perhaps the most celebrated film of the second half of the twentieth century and using it as fuel for a diverting but hardly cinematic streaming series."
Ozark,0,I was annoyed and rolling my eyes. I was on the edge of my seat wondering if the show would do anything truly surprising.
